text,vague_label
брух звук еле слышно сейчас,DELTA_PLUS_15
бвиис поставь таймер,UNKNOWN
пожалуйста орёт,DELTA_MINUS_25
брух чуть убавь пожалуйста,DELTA_MINUS_5
пожалуйста поставь таймер,UNKNOWN
эй бивис наййди файл плиз,UNKNOWN
пожалуйста почти оглох быстро,DELTA_MINUS_25
бивис мне не слышно быстро,DELTA_PLUS_25
ну громко но не максимум быстро,SET_80
эй бивис чуть прибавь быстро,DELTA_PLUS_5
эй бивис сделай погромче нормально плиз,SET_70
а ну тихо,DELTA_MINUS_10
слушай закрой окно плиз,UNKNOWN
короче бвиис чуть чуть потише быстро,DELTA_MINUS_5
бивис запусти блокнот,UNKNOWN
пожалуйста переключи песню пожалуйста,UNKNOWN
биивис а ну тихо,DELTA_MINUS_10
пожалуйста какая поогда,UNKNOWN
эй бивис не слышно плиз,DELTA_PLUS_25
пожалуйста сделай чуть громче пожалуйста,DELTA_PLUS_5
пожалуйста чуть громче быстро,DELTA_PLUS_5
пожалуйста нормально,SET_50
брух заткнись пожалуйста,SET_0
слушай заткнись,SET_0
эй бивис вылкючи звук быстро,SET_0
брух приглуши звук пожалуйста,SET_20
в ноль пожалуйста,SET_0
короче немного тише,DELTA_MINUS_5
брух громковато как то,DELTA_MINUS_10
брух переключи песню,UNKNOWN
поставь таймер быстро,UNKNOWN
ну мьют плиз,SET_0
короче что по времени быстро,UNKNOWN
пожалуйста громковато плиз,DELTA_MINUS_10
слушай что по времени сейчс,UNKNOWN
бивис чуть чуть громче плиз,DELTA_PLUS_5
громче,DELTA_PLUS_10
пожалуйста орет сейчас,DELTA_MINUS_25
слушай сделай почти без звука сейчас,SET_10
запусти блокнот бысто,UNKNOWN
ну на полную брат,SET_100
слушай почти на максимум,SET_90
ну потише пожалуйста,DELTA_MINUS_10
бивис закрой окно плиз,UNKNOWN
бивис громко но не максимум,SET_80
эй бивис запусти блокнот сеейчас,UNKNOWN
эй бивис еле слыышно брат,DELTA_PLUS_15
брух орет сейас,DELTA_MINUS_25
слушай закрой окно сейчас,UNKNOWN
пожалуйста тихо слышно плиз,DELTA_PLUS_15
бивис громко слишком,DELTA_MINUS_15
короче слека громче,DELTA_PLUS_5
эй бивис сделай чуть громчче плиз,DELTA_PLUS_5
бивиис потише плиз,DELTA_MINUS_10
крооче звук режет уши пожалуйста,DELTA_MINUS_25
короче запусти блокнот брат,UNKNOWN
пожалуйста звук режет уши пожалуйста,DELTA_MINUS_25
брух немного тише бстро,DELTA_MINUS_5
эй бивис закрой окно пожалуйста,UNKNOWN
ну сделай громче плиз,DELTA_PLUS_10
эй бивис чуть убавь брат,DELTA_MINUS_5
ну слегка тише,DELTA_MINUS_5
сллушай убери звук брат,SET_0
короче звук еле слышно сейчас,DELTA_PLUS_15
пожалуйста запусти блокнот сейчас,UNKNOWN
слушай нормально сейчас,SET_50
ну открой ютуб быстро,UNKNOWN
переключи песню пожалуйста,UNKNOWN
сделай звук обычным,SET_60
бивис слышно фигово быстро,DELTA_PLUS_15
слушай не слышно брат,DELTA_PLUS_25
слышно фигово плиз,DELTA_PLUS_15
эй бивис гомко плиз,DELTA_MINUS_10
эй бивис без звука плиз,SET_0
брух чуть громче пожалуйста,DELTA_PLUS_5
чуть чуть громе брат,DELTA_PLUS_5
заткни плиз,SET_0
эй бивис чуть прибавь плиз,DELTA_PLUS_5
слушай громковато как то быстро,DELTA_MINUS_10
слушай тихо слышно плиз,DELTA_PLUS_15
короче фигово слышно быстро,DELTA_PLUS_15
брух убавь бысрто,DELTA_MINUS_10
слушай убери звук сейчас,SET_0
пожалуйста потише,DELTA_MINUS_10
слушай оень тихо плиз,DELTA_PLUS_25
эй бивис без звука быстро,SET_0
пожалуйста закрой окно быстро,UNKNOWN
слышно фиггово плиз,DELTA_PLUS_15
ну немного тише брат,DELTA_MINUS_5
брух поставь таймер брат,UNKNOWN
сделай громче плиз,DELTA_PLUS_10
короче заткнись,SET_0
слушай без звука брат,SET_0
ну сделай чуть громче сейчас,DELTA_PLUS_5
брух зтакнись брат,SET_0
эй бивис открой ютуб быстро,UNKNOWN
слушай тише брат,DELTA_MINUS_10
брух сделай тише сейчас,DELTA_MINUS_10
пожалуйста динамики рвутся сейчас,DELTA_MINUS_25
бивис приглуши брат,SET_20
короче чуть громче пожалуйста,DELTA_PLUS_5
ну тише брат,DELTA_MINUS_10
пожалуйста мне не слышно быстро,DELTA_PLUS_25
потише пожалуйста,DELTA_MINUS_10
динамики рвутся сейчас,DELTA_MINUS_25
эй биивс громковато как то брат,DELTA_MINUS_10
ну на мксимум быстро,SET_100
эй бивис приглуши звук плиз,SET_20
слушай какая погода,UNKNOWN
ну комфорнто,SET_60
пожалуйста сделай громче брат,DELTA_PLUS_10
эй бивис на поную,SET_100
биис открой браузер сейчас,UNKNOWN
короче нормаьно плиз,SET_50
ну открой браузер пожалуйста,UNKNOWN
ну сделаай громче,DELTA_PLUS_10
эй бивис немного громче сейчас,DELTA_PLUS_5
эй бивис отключи звук,SET_0
эй бивис уши режет брат,DELTA_MINUS_25
бивис чуть убавь сейчас,DELTA_MINUS_5
пожалуйста сделай еле слышно быстро,SET_10
убавь брат,DELTA_MINUS_10
короче а ну тихо быстро,DELTA_MINUS_10
короче орёт плиз,DELTA_MINUS_25
слушай убавь сейчас,DELTA_MINUS_10
пожалуйста сделай звук обычным сейчас,SET_60
эй бивис закрой окно брат,UNKNOWN
эй биис поставь таймер сейчас,UNKNOWN
слушай убери звук,SET_0
средне сейчас,SET_50
ну ничего не слышно плиз,DELTA_PLUS_25
потише,DELTA_MINUS_10
ну почти не слышу пожалуйсста,DELTA_PLUS_25
эй бивис погромче брат,DELTA_PLUS_10
звук ржет уши быстро,DELTA_MINUS_25
брух звук ржеет уши быстро,DELTA_MINUS_25
уши режет пожалуйста,DELTA_MINUS_25
еле слышно быстро,DELTA_PLUS_15
